PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
CHILD AGE 16 PLUS,22,HOME,20720
CHILD AGE 16 PLUS,22,WORK,510
CHILD AGE 16 PLUS,22,SCHOOL,53620
CHILD AGE 16 PLUS,22,ESCORT,490
CHILD AGE 16 PLUS,22,PERS-BUS AND MED,1580
CHILD AGE 16 PLUS,22,SHOP,690
CHILD AGE 16 PLUS,22,MEAL,520
CHILD AGE 16 PLUS,22,SOC AND REC,1450
CHILD AGE 16 PLUS,22,CHANGE MODE,0
CHILD AGE 16 PLUS,23,HOME,23870
CHILD AGE 16 PLUS,23,WORK,620
CHILD AGE 16 PLUS,23,SCHOOL,49160
CHILD AGE 16 PLUS,23,ESCORT,490
CHILD AGE 16 PLUS,23,PERS-BUS AND MED,1770
CHILD AGE 16 PLUS,23,SHOP,760
CHILD AGE 16 PLUS,23,MEAL,760
CHILD AGE 16 PLUS,23,SOC AND REC,1830
CHILD AGE 16 PLUS,23,CHANGE MODE,0
CHILD AGE 16 PLUS,24,HOME,27830
CHILD AGE 16 PLUS,24,WORK,650
CHILD AGE 16 PLUS,24,SCHOOL,43320
CHILD AGE 16 PLUS,24,ESCORT,450
CHILD AGE 16 PLUS,24,PERS-BUS AND MED,2020
CHILD AGE 16 PLUS,24,SHOP,1070
CHILD AGE 16 PLUS,24,MEAL,970
CHILD AGE 16 PLUS,24,SOC AND REC,2210
CHILD AGE 16 PLUS,24,CHANGE MODE,0
CHILD AGE 16 PLUS,25,HOME,33180
CHILD AGE 16 PLUS,25,WORK,730
CHILD AGE 16 PLUS,25,SCHOOL,36000
CHILD AGE 16 PLUS,25,ESCORT,770
CHILD AGE 16 PLUS,25,PERS-BUS AND MED,2420
CHILD AGE 16 PLUS,25,SHOP,1340
CHILD AGE 16 PLUS,25,MEAL,1220
CHILD AGE 16 PLUS,25,SOC AND REC,2550
CHILD AGE 16 PLUS,25,CHANGE MODE,0
CHILD AGE 16 PLUS,26,HOME,39700
CHILD AGE 16 PLUS,26,WORK,670
CHILD AGE 16 PLUS,26,SCHOOL,26480
CHILD AGE 16 PLUS,26,ESCORT,870
CHILD AGE 16 PLUS,26,PERS-BUS AND MED,2480
CHILD AGE 16 PLUS,26,SHOP,1430
CHILD AGE 16 PLUS,26,MEAL,1210
CHILD AGE 16 PLUS,26,SOC AND REC,3070
CHILD AGE 16 PLUS,26,CHANGE MODE,0
CHILD AGE 16 PLUS,27,HOME,48850
CHILD AGE 16 PLUS,27,WORK,750
CHILD AGE 16 PLUS,27,SCHOOL,15030
CHILD AGE 16 PLUS,27,ESCORT,1120
CHILD AGE 16 PLUS,27,PERS-BUS AND MED,2610
CHILD AGE 16 PLUS,27,SHOP,1730
CHILD AGE 16 PLUS,27,MEAL,1160
CHILD AGE 16 PLUS,27,SOC AND REC,3490
CHILD AGE 16 PLUS,27,CHANGE MODE,0
CHILD AGE 16 PLUS,28,HOME,53560
CHILD AGE 16 PLUS,28,WORK,730
CHILD AGE 16 PLUS,28,SCHOOL,12830
CHILD AGE 16 PLUS,28,ESCORT,840
CHILD AGE 16 PLUS,28,PERS-BUS AND MED,2840
CHILD AGE 16 PLUS,28,SHOP,1610
CHILD AGE 16 PLUS,28,MEAL,1110
CHILD AGE 16 PLUS,28,SOC AND REC,4110
CHILD AGE 16 PLUS,28,CHANGE MODE,0
CHILD AGE 16 PLUS,29,HOME,56720
CHILD AGE 16 PLUS,29,WORK,670
CHILD AGE 16 PLUS,29,SCHOOL,9980
CHILD AGE 16 PLUS,29,ESCORT,810
CHILD AGE 16 PLUS,29,PERS-BUS AND MED,2920
CHILD AGE 16 PLUS,29,SHOP,1420
CHILD AGE 16 PLUS,29,MEAL,1170
CHILD AGE 16 PLUS,29,SOC AND REC,4260
CHILD AGE 16 PLUS,29,CHANGE MODE,10
CHILD AGE 16 PLUS,30,HOME,59800
CHILD AGE 16 PLUS,30,WORK,530
CHILD AGE 16 PLUS,30,SCHOOL,6810
CHILD AGE 16 PLUS,30,ESCORT,660
CHILD AGE 16 PLUS,30,PERS-BUS AND MED,2880
CHILD AGE 16 PLUS,30,SHOP,1470
CHILD AGE 16 PLUS,30,MEAL,1080
CHILD AGE 16 PLUS,30,SOC AND REC,4340
CHILD AGE 16 PLUS,30,CHANGE MODE,0
CHILD AGE 16 PLUS,31,HOME,62960
CHILD AGE 16 PLUS,31,WORK,380
CHILD AGE 16 PLUS,31,SCHOOL,4290
CHILD AGE 16 PLUS,31,ESCORT,490
CHILD AGE 16 PLUS,31,PERS-BUS AND MED,2500
CHILD AGE 16 PLUS,31,SHOP,1490
CHILD AGE 16 PLUS,31,MEAL,1170
CHILD AGE 16 PLUS,31,SOC AND REC,4480
CHILD AGE 16 PLUS,31,CHANGE MODE,0
CHILD AGE 16 PLUS,32,HOME,65200
CHILD AGE 16 PLUS,32,WORK,340
CHILD AGE 16 PLUS,32,SCHOOL,3280
CHILD AGE 16 PLUS,32,ESCORT,520
CHILD AGE 16 PLUS,32,PERS-BUS AND MED,2800
CHILD AGE 16 PLUS,32,SHOP,1250
CHILD AGE 16 PLUS,32,MEAL,1230
CHILD AGE 16 PLUS,32,SOC AND REC,4590
CHILD AGE 16 PLUS,32,CHANGE MODE,0
CHILD AGE 16 PLUS,33,HOME,65840
CHILD AGE 16 PLUS,33,WORK,400
CHILD AGE 16 PLUS,33,SCHOOL,2480
CHILD AGE 16 PLUS,33,ESCORT,500
CHILD AGE 16 PLUS,33,PERS-BUS AND MED,2970
CHILD AGE 16 PLUS,33,SHOP,1200
CHILD AGE 16 PLUS,33,MEAL,1420
CHILD AGE 16 PLUS,33,SOC AND REC,4770
CHILD AGE 16 PLUS,33,CHANGE MODE,0
CHILD AGE 16 PLUS,34,HOME,67370
CHILD AGE 16 PLUS,34,WORK,400
CHILD AGE 16 PLUS,34,SCHOOL,2040
CHILD AGE 16 PLUS,34,ESCORT,300
CHILD AGE 16 PLUS,34,PERS-BUS AND MED,2640
CHILD AGE 16 PLUS,34,SHOP,1020
CHILD AGE 16 PLUS,34,MEAL,1240
CHILD AGE 16 PLUS,34,SOC AND REC,4610
CHILD AGE 16 PLUS,34,CHANGE MODE,0
CHILD AGE 16 PLUS,35,HOME,68950
CHILD AGE 16 PLUS,35,WORK,410
CHILD AGE 16 PLUS,35,SCHOOL,1700
CHILD AGE 16 PLUS,35,ESCORT,230
CHILD AGE 16 PLUS,35,PERS-BUS AND MED,2480
CHILD AGE 16 PLUS,35,SHOP,870
CHILD AGE 16 PLUS,35,MEAL,1110
CHILD AGE 16 PLUS,35,SOC AND REC,4420
CHILD AGE 16 PLUS,35,CHANGE MODE,0
CHILD AGE 16 PLUS,36,HOME,69960
CHILD AGE 16 PLUS,36,WORK,390
CHILD AGE 16 PLUS,36,SCHOOL,1340
CHILD AGE 16 PLUS,36,ESCORT,400
CHILD AGE 16 PLUS,36,PERS-BUS AND MED,2010
CHILD AGE 16 PLUS,36,SHOP,780
CHILD AGE 16 PLUS,36,MEAL,930
CHILD AGE 16 PLUS,36,SOC AND REC,4160
CHILD AGE 16 PLUS,36,CHANGE MODE,0
CHILD AGE 16 PLUS,37,HOME,71710
CHILD AGE 16 PLUS,37,WORK,340
CHILD AGE 16 PLUS,37,SCHOOL,980
CHILD AGE 16 PLUS,37,ESCORT,320
CHILD AGE 16 PLUS,37,PERS-BUS AND MED,1630
CHILD AGE 16 PLUS,37,SHOP,500
CHILD AGE 16 PLUS,37,MEAL,670
CHILD AGE 16 PLUS,37,SOC AND REC,3850
CHILD AGE 16 PLUS,37,CHANGE MODE,0
CHILD AGE 16 PLUS,38,HOME,72790
CHILD AGE 16 PLUS,38,WORK,340
CHILD AGE 16 PLUS,38,SCHOOL,820
CHILD AGE 16 PLUS,38,ESCORT,230
CHILD AGE 16 PLUS,38,PERS-BUS AND MED,1600
CHILD AGE 16 PLUS,38,SHOP,350
CHILD AGE 16 PLUS,38,MEAL,710
CHILD AGE 16 PLUS,38,SOC AND REC,3670
CHILD AGE 16 PLUS,38,CHANGE MODE,0
CHILD AGE 16 PLUS,39,HOME,74060
CHILD AGE 16 PLUS,39,WORK,320
CHILD AGE 16 PLUS,39,SCHOOL,710
CHILD AGE 16 PLUS,39,ESCORT,130
CHILD AGE 16 PLUS,39,PERS-BUS AND MED,1330
CHILD AGE 16 PLUS,39,SHOP,310
CHILD AGE 16 PLUS,39,MEAL,570
CHILD AGE 16 PLUS,39,SOC AND REC,3430
CHILD AGE 16 PLUS,39,CHANGE MODE,0
CHILD AGE 16 PLUS,40,HOME,75880
CHILD AGE 16 PLUS,40,WORK,300
CHILD AGE 16 PLUS,40,SCHOOL,550
CHILD AGE 16 PLUS,40,ESCORT,80
CHILD AGE 16 PLUS,40,PERS-BUS AND MED,960
CHILD AGE 16 PLUS,40,SHOP,250
CHILD AGE 16 PLUS,40,MEAL,530
CHILD AGE 16 PLUS,40,SOC AND REC,2720
CHILD AGE 16 PLUS,40,CHANGE MODE,0
CHILD AGE 16 PLUS,41,HOME,77350
CHILD AGE 16 PLUS,41,WORK,240
CHILD AGE 16 PLUS,41,SCHOOL,470
CHILD AGE 16 PLUS,41,ESCORT,70
CHILD AGE 16 PLUS,41,PERS-BUS AND MED,660
CHILD AGE 16 PLUS,41,SHOP,200
CHILD AGE 16 PLUS,41,MEAL,320
CHILD AGE 16 PLUS,41,SOC AND REC,1980
CHILD AGE 16 PLUS,41,CHANGE MODE,0
CHILD AGE 16 PLUS,42,HOME,78750
CHILD AGE 16 PLUS,42,WORK,180
CHILD AGE 16 PLUS,42,SCHOOL,310
CHILD AGE 16 PLUS,42,ESCORT,70
CHILD AGE 16 PLUS,42,PERS-BUS AND MED,360
CHILD AGE 16 PLUS,42,SHOP,150
CHILD AGE 16 PLUS,42,MEAL,200
CHILD AGE 16 PLUS,42,SOC AND REC,1270
CHILD AGE 16 PLUS,42,CHANGE MODE,0
CHILD AGE 16 PLUS,43,HOME,80050
CHILD AGE 16 PLUS,43,WORK,130
CHILD AGE 16 PLUS,43,SCHOOL,50
CHILD AGE 16 PLUS,43,ESCORT,80
CHILD AGE 16 PLUS,43,PERS-BUS AND MED,210
CHILD AGE 16 PLUS,43,SHOP,40
CHILD AGE 16 PLUS,43,MEAL,80
CHILD AGE 16 PLUS,43,SOC AND REC,650
CHILD AGE 16 PLUS,43,CHANGE MODE,0
CHILD AGE 16 PLUS,44,HOME,80830
CHILD AGE 16 PLUS,44,WORK,110
CHILD AGE 16 PLUS,44,SCHOOL,40
CHILD AGE 16 PLUS,44,ESCORT,30
CHILD AGE 16 PLUS,44,PERS-BUS AND MED,210
CHILD AGE 16 PLUS,44,SHOP,60
CHILD AGE 16 PLUS,44,MEAL,50
CHILD AGE 16 PLUS,44,SOC AND REC,530
CHILD AGE 16 PLUS,44,CHANGE MODE,0
CHILD AGE 16 PLUS,45,HOME,81060
CHILD AGE 16 PLUS,45,WORK,90
CHILD AGE 16 PLUS,45,SCHOOL,40
CHILD AGE 16 PLUS,45,ESCORT,10
CHILD AGE 16 PLUS,45,PERS-BUS AND MED,180
CHILD AGE 16 PLUS,45,SHOP,60
CHILD AGE 16 PLUS,45,MEAL,50
CHILD AGE 16 PLUS,45,SOC AND REC,430
CHILD AGE 16 PLUS,45,CHANGE MODE,0
CHILD AGE 16 PLUS,46,HOME,81300
CHILD AGE 16 PLUS,46,WORK,90
CHILD AGE 16 PLUS,46,SCHOOL,40
CHILD AGE 16 PLUS,46,ESCORT,0
CHILD AGE 16 PLUS,46,PERS-BUS AND MED,110
CHILD AGE 16 PLUS,46,SHOP,20
CHILD AGE 16 PLUS,46,MEAL,30
CHILD AGE 16 PLUS,46,SOC AND REC,260
CHILD AGE 16 PLUS,46,CHANGE MODE,0
CHILD AGE 16 PLUS,47,HOME,81620
CHILD AGE 16 PLUS,47,WORK,70
CHILD AGE 16 PLUS,47,SCHOOL,40
CHILD AGE 16 PLUS,47,ESCORT,0
CHILD AGE 16 PLUS,47,PERS-BUS AND MED,90
CHILD AGE 16 PLUS,47,SHOP,10
CHILD AGE 16 PLUS,47,MEAL,10
CHILD AGE 16 PLUS,47,SOC AND REC,110
CHILD AGE 16 PLUS,47,CHANGE MODE,0
CHILD AGE 16 PLUS,48,HOME,81810
CHILD AGE 16 PLUS,48,WORK,40
CHILD AGE 16 PLUS,48,SCHOOL,20
CHILD AGE 16 PLUS,48,ESCORT,0
CHILD AGE 16 PLUS,48,PERS-BUS AND MED,40
CHILD AGE 16 PLUS,48,SHOP,10
CHILD AGE 16 PLUS,48,MEAL,10
CHILD AGE 16 PLUS,48,SOC AND REC,50
CHILD AGE 16 PLUS,48,CHANGE MODE,0
CHILD AGE 16 PLUS,49,HOME,5850
CHILD AGE 16 PLUS,49,WORK,0
CHILD AGE 16 PLUS,49,SCHOOL,0
CHILD AGE 16 PLUS,49,ESCORT,0
CHILD AGE 16 PLUS,49,PERS-BUS AND MED,0
CHILD AGE 16 PLUS,49,SHOP,0
CHILD AGE 16 PLUS,49,MEAL,0
CHILD AGE 16 PLUS,49,SOC AND REC,0
CHILD AGE 16 PLUS,49,CHANGE MODE,0
CHILD AGE 5 TO 15,1,HOME,355330
CHILD AGE 5 TO 15,1,SCHOOL,0
CHILD AGE 5 TO 15,1,ESCORT,0
CHILD AGE 5 TO 15,1,PERS-BUS AND MED,0
CHILD AGE 5 TO 15,1,SHOP,0
CHILD AGE 5 TO 15,1,MEAL,0
CHILD AGE 5 TO 15,1,SOC AND REC,0
CHILD AGE 5 TO 15,2,HOME,355150
CHILD AGE 5 TO 15,2,SCHOOL,10
CHILD AGE 5 TO 15,2,ESCORT,100
CHILD AGE 5 TO 15,2,PERS-BUS AND MED,60
CHILD AGE 5 TO 15,2,SHOP,10
CHILD AGE 5 TO 15,2,MEAL,10
CHILD AGE 5 TO 15,2,SOC AND REC,10
CHILD AGE 5 TO 15,3,HOME,354950
CHILD AGE 5 TO 15,3,SCHOOL,10
CHILD AGE 5 TO 15,3,ESCORT,230
CHILD AGE 5 TO 15,3,PERS-BUS AND MED,80
CHILD AGE 5 TO 15,3,SHOP,40
CHILD AGE 5 TO 15,3,MEAL,10
CHILD AGE 5 TO 15,3,SOC AND REC,50
CHILD AGE 5 TO 15,4,HOME,354730
CHILD AGE 5 TO 15,4,SCHOOL,10
CHILD AGE 5 TO 15,4,ESCORT,240
CHILD AGE 5 TO 15,4,PERS-BUS AND MED,100
CHILD AGE 5 TO 15,4,SHOP,70
CHILD AGE 5 TO 15,4,MEAL,20
CHILD AGE 5 TO 15,4,SOC AND REC,140
CHILD AGE 5 TO 15,5,HOME,354410
CHILD AGE 5 TO 15,5,SCHOOL,30
CHILD AGE 5 TO 15,5,ESCORT,440
CHILD AGE 5 TO 15,5,PERS-BUS AND MED,150
CHILD AGE 5 TO 15,5,SHOP,120
CHILD AGE 5 TO 15,5,MEAL,10
CHILD AGE 5 TO 15,5,SOC AND REC,190
CHILD AGE 5 TO 15,6,HOME,353860
CHILD AGE 5 TO 15,6,SCHOOL,30
CHILD AGE 5 TO 15,6,ESCORT,700
CHILD AGE 5 TO 15,6,PERS-BUS AND MED,230
CHILD AGE 5 TO 15,6,SHOP,120
CHILD AGE 5 TO 15,6,MEAL,20
CHILD AGE 5 TO 15,6,SOC AND REC,220
CHILD AGE 5 TO 15,7,HOME,351130
CHILD AGE 5 TO 15,7,SCHOOL,150
CHILD AGE 5 TO 15,7,ESCORT,650
CHILD AGE 5 TO 15,7,PERS-BUS AND MED,360
CHILD AGE 5 TO 15,7,SHOP,140
CHILD AGE 5 TO 15,7,MEAL,30
CHILD AGE 5 TO 15,7,SOC AND REC,300
CHILD AGE 5 TO 15,8,HOME,341930
CHILD AGE 5 TO 15,8,SCHOOL,3660
CHILD AGE 5 TO 15,8,ESCORT,2190
CHILD AGE 5 TO 15,8,PERS-BUS AND MED,1070
CHILD AGE 5 TO 15,8,SHOP,530
CHILD AGE 5 TO 15,8,MEAL,130
CHILD AGE 5 TO 15,8,SOC AND REC,980
CHILD AGE 5 TO 15,9,HOME,317260
CHILD AGE 5 TO 15,9,SCHOOL,7950
CHILD AGE 5 TO 15,9,ESCORT,3020
CHILD AGE 5 TO 15,9,PERS-BUS AND MED,1520
CHILD AGE 5 TO 15,9,SHOP,650
CHILD AGE 5 TO 15,9,MEAL,240
CHILD AGE 5 TO 15,9,SOC AND REC,1630
CHILD AGE 5 TO 15,10,HOME,256810
CHILD AGE 5 TO 15,10,SCHOOL,70680
CHILD AGE 5 TO 15,10,ESCORT,3690
CHILD AGE 5 TO 15,10,PERS-BUS AND MED,2630
CHILD AGE 5 TO 15,10,SHOP,1160
CHILD AGE 5 TO 15,10,MEAL,370
CHILD AGE 5 TO 15,10,SOC AND REC,2390
CHILD AGE 5 TO 15,11,HOME,201740
CHILD AGE 5 TO 15,11,SCHOOL,124400
CHILD AGE 5 TO 15,11,ESCORT,2870
CHILD AGE 5 TO 15,11,PERS-BUS AND MED,2580
CHILD AGE 5 TO 15,11,SHOP,1220
CHILD AGE 5 TO 15,11,MEAL,440
CHILD AGE 5 TO 15,11,SOC AND REC,2450
CHILD AGE 5 TO 15,12,HOME,147140
CHILD AGE 5 TO 15,12,SCHOOL,183540
CHILD AGE 5 TO 15,12,ESCORT,2840
CHILD AGE 5 TO 15,12,PERS-BUS AND MED,3270
CHILD AGE 5 TO 15,12,SHOP,1390
CHILD AGE 5 TO 15,12,MEAL,420
CHILD AGE 5 TO 15,12,SOC AND REC,3120
CHILD AGE 5 TO 15,13,HOME,110350
CHILD AGE 5 TO 15,13,SCHOOL,231990
CHILD AGE 5 TO 15,13,ESCORT,1450
CHILD AGE 5 TO 15,13,PERS-BUS AND MED,3370
CHILD AGE 5 TO 15,13,SHOP,1450
CHILD AGE 5 TO 15,13,MEAL,530
CHILD AGE 5 TO 15,13,SOC AND REC,3120
CHILD AGE 5 TO 15,14,HOME,98650
CHILD AGE 5 TO 15,14,SCHOOL,244100
CHILD AGE 5 TO 15,14,ESCORT,1440
CHILD AGE 5 TO 15,14,PERS-BUS AND MED,3560
CHILD AGE 5 TO 15,14,SHOP,1560
CHILD AGE 5 TO 15,14,MEAL,580
CHILD AGE 5 TO 15,14,SOC AND REC,3430
CHILD AGE 5 TO 15,15,HOME,89990
CHILD AGE 5 TO 15,15,SCHOOL,254070
CHILD AGE 5 TO 15,15,ESCORT,1240
CHILD AGE 5 TO 15,15,PERS-BUS AND MED,3770
CHILD AGE 5 TO 15,15,SHOP,1540
CHILD AGE 5 TO 15,15,MEAL,640
CHILD AGE 5 TO 15,15,SOC AND REC,3860
CHILD AGE 5 TO 15,16,HOME,86590
CHILD AGE 5 TO 15,16,SCHOOL,254000
CHILD AGE 5 TO 15,16,ESCORT,1440
CHILD AGE 5 TO 15,16,PERS-BUS AND MED,4400
CHILD AGE 5 TO 15,16,SHOP,2200
CHILD AGE 5 TO 15,16,MEAL,930
CHILD AGE 5 TO 15,16,SOC AND REC,4570
CHILD AGE 5 TO 15,17,HOME,85940
CHILD AGE 5 TO 15,17,SCHOOL,252280
CHILD AGE 5 TO 15,17,ESCORT,1590
CHILD AGE 5 TO 15,17,PERS-BUS AND MED,4900
CHILD AGE 5 TO 15,17,SHOP,2390
CHILD AGE 5 TO 15,17,MEAL,1170
CHILD AGE 5 TO 15,17,SOC AND REC,5370
CHILD AGE 5 TO 15,18,HOME,86860
CHILD AGE 5 TO 15,18,SCHOOL,250290
CHILD AGE 5 TO 15,18,ESCORT,1570
CHILD AGE 5 TO 15,18,PERS-BUS AND MED,5500
CHILD AGE 5 TO 15,18,SHOP,2640
CHILD AGE 5 TO 15,18,MEAL,1300
CHILD AGE 5 TO 15,18,SOC AND REC,6550
CHILD AGE 5 TO 15,19,HOME,88380
CHILD AGE 5 TO 15,19,SCHOOL,246670
CHILD AGE 5 TO 15,19,ESCORT,1420
CHILD AGE 5 TO 15,19,PERS-BUS AND MED,5560
CHILD AGE 5 TO 15,19,SHOP,2630
CHILD AGE 5 TO 15,19,MEAL,1640
CHILD AGE 5 TO 15,19,SOC AND REC,7400
CHILD AGE 5 TO 15,20,HOME,91780
CHILD AGE 5 TO 15,20,SCHOOL,241800
CHILD AGE 5 TO 15,20,ESCORT,1500
CHILD AGE 5 TO 15,20,PERS-BUS AND MED,6070
CHILD AGE 5 TO 15,20,SHOP,2950
CHILD AGE 5 TO 15,20,MEAL,1650
CHILD AGE 5 TO 15,20,SOC AND REC,8140
CHILD AGE 5 TO 15,21,HOME,95530
CHILD AGE 5 TO 15,21,SCHOOL,235400
CHILD AGE 5 TO 15,21,ESCORT,1540
CHILD AGE 5 TO 15,21,PERS-BUS AND MED,6370
CHILD AGE 5 TO 15,21,SHOP,3040
CHILD AGE 5 TO 15,21,MEAL,1780
CHILD AGE 5 TO 15,21,SOC AND REC,8970
CHILD AGE 5 TO 15,22,HOME,106440
CHILD AGE 5 TO 15,22,SCHOOL,217460
CHILD AGE 5 TO 15,22,ESCORT,1830
CHILD AGE 5 TO 15,22,PERS-BUS AND MED,6740
CHILD AGE 5 TO 15,22,SHOP,3700
CHILD AGE 5 TO 15,22,MEAL,2340
CHILD AGE 5 TO 15,22,SOC AND REC,10410
CHILD AGE 5 TO 15,23,HOME,121030
CHILD AGE 5 TO 15,23,SCHOOL,196690
CHILD AGE 5 TO 15,23,ESCORT,2150
CHILD AGE 5 TO 15,23,PERS-BUS AND MED,7770
CHILD AGE 5 TO 15,23,SHOP,4100
CHILD AGE 5 TO 15,23,MEAL,2930
CHILD AGE 5 TO 15,23,SOC AND REC,12380
CHILD AGE 5 TO 15,24,HOME,139950
CHILD AGE 5 TO 15,24,SCHOOL,172450
CHILD AGE 5 TO 15,24,ESCORT,2690
CHILD AGE 5 TO 15,24,PERS-BUS AND MED,8740
CHILD AGE 5 TO 15,24,SHOP,4940
CHILD AGE 5 TO 15,24,MEAL,3510
CHILD AGE 5 TO 15,24,SOC AND REC,13960
CHILD AGE 5 TO 15,25,HOME,161840
CHILD AGE 5 TO 15,25,SCHOOL,141750
CHILD AGE 5 TO 15,25,ESCORT,3130
CHILD AGE 5 TO 15,25,PERS-BUS AND MED,9900
CHILD AGE 5 TO 15,25,SHOP,6050
CHILD AGE 5 TO 15,25,MEAL,4060
CHILD AGE 5 TO 15,25,SOC AND REC,16480
CHILD AGE 5 TO 15,26,HOME,192660
CHILD AGE 5 TO 15,26,SCHOOL,102690
CHILD AGE 5 TO 15,26,ESCORT,4030
CHILD AGE 5 TO 15,26,PERS-BUS AND MED,10500
CHILD AGE 5 TO 15,26,SHOP,6510
CHILD AGE 5 TO 15,26,MEAL,3890
CHILD AGE 5 TO 15,26,SOC AND REC,18070
CHILD AGE 5 TO 15,27,HOME,230980
CHILD AGE 5 TO 15,27,SCHOOL,56600
CHILD AGE 5 TO 15,27,ESCORT,4420
CHILD AGE 5 TO 15,27,PERS-BUS AND MED,10950
CHILD AGE 5 TO 15,27,SHOP,6750
CHILD AGE 5 TO 15,27,MEAL,3940
CHILD AGE 5 TO 15,27,SOC AND REC,19690
CHILD AGE 5 TO 15,28,HOME,251330
CHILD AGE 5 TO 15,28,SCHOOL,47410
CHILD AGE 5 TO 15,28,ESCORT,3830
CHILD AGE 5 TO 15,28,PERS-BUS AND MED,10860
CHILD AGE 5 TO 15,28,SHOP,6170
CHILD AGE 5 TO 15,28,MEAL,3440
CHILD AGE 5 TO 15,28,SOC AND REC,20570
CHILD AGE 5 TO 15,29,HOME,265180
CHILD AGE 5 TO 15,29,SCHOOL,36790
CHILD AGE 5 TO 15,29,ESCORT,3320
CHILD AGE 5 TO 15,29,PERS-BUS AND MED,9730
CHILD AGE 5 TO 15,29,SHOP,5600
CHILD AGE 5 TO 15,29,MEAL,3250
CHILD AGE 5 TO 15,29,SOC AND REC,20680
CHILD AGE 5 TO 15,30,HOME,277370
CHILD AGE 5 TO 15,30,SCHOOL,26140
CHILD AGE 5 TO 15,30,ESCORT,3070
CHILD AGE 5 TO 15,30,PERS-BUS AND MED,9450
CHILD AGE 5 TO 15,30,SHOP,4940
CHILD AGE 5 TO 15,30,MEAL,3090
CHILD AGE 5 TO 15,30,SOC AND REC,20620
CHILD AGE 5 TO 15,31,HOME,291200
CHILD AGE 5 TO 15,31,SCHOOL,14920
CHILD AGE 5 TO 15,31,ESCORT,2290
CHILD AGE 5 TO 15,31,PERS-BUS AND MED,8670
CHILD AGE 5 TO 15,31,SHOP,4590
CHILD AGE 5 TO 15,31,MEAL,3030
CHILD AGE 5 TO 15,31,SOC AND REC,19980
CHILD AGE 5 TO 15,32,HOME,299530
CHILD AGE 5 TO 15,32,SCHOOL,11270
CHILD AGE 5 TO 15,32,ESCORT,2170
CHILD AGE 5 TO 15,32,PERS-BUS AND MED,8710
CHILD AGE 5 TO 15,32,SHOP,4330
CHILD AGE 5 TO 15,32,MEAL,3090
CHILD AGE 5 TO 15,32,SOC AND REC,20600
CHILD AGE 5 TO 15,33,HOME,304730
CHILD AGE 5 TO 15,33,SCHOOL,7970
CHILD AGE 5 TO 15,33,ESCORT,2130
CHILD AGE 5 TO 15,33,PERS-BUS AND MED,8620
CHILD AGE 5 TO 15,33,SHOP,4210
CHILD AGE 5 TO 15,33,MEAL,3130
CHILD AGE 5 TO 15,33,SOC AND REC,20480
CHILD AGE 5 TO 15,34,HOME,310920
CHILD AGE 5 TO 15,34,SCHOOL,6140
CHILD AGE 5 TO 15,34,ESCORT,1740
CHILD AGE 5 TO 15,34,PERS-BUS AND MED,7470
CHILD AGE 5 TO 15,34,SHOP,3780
CHILD AGE 5 TO 15,34,MEAL,3020
CHILD AGE 5 TO 15,34,SOC AND REC,19260
CHILD AGE 5 TO 15,35,HOME,316560
CHILD AGE 5 TO 15,35,SCHOOL,4890
CHILD AGE 5 TO 15,35,ESCORT,1400
CHILD AGE 5 TO 15,35,PERS-BUS AND MED,6490
CHILD AGE 5 TO 15,35,SHOP,3000
CHILD AGE 5 TO 15,35,MEAL,2750
CHILD AGE 5 TO 15,35,SOC AND REC,18090
CHILD AGE 5 TO 15,36,HOME,321890
CHILD AGE 5 TO 15,36,SCHOOL,3890
CHILD AGE 5 TO 15,36,ESCORT,1060
CHILD AGE 5 TO 15,36,PERS-BUS AND MED,5480
CHILD AGE 5 TO 15,36,SHOP,2150
CHILD AGE 5 TO 15,36,MEAL,2320
CHILD AGE 5 TO 15,36,SOC AND REC,16790
CHILD AGE 5 TO 15,37,HOME,327080
CHILD AGE 5 TO 15,37,SCHOOL,2870
CHILD AGE 5 TO 15,37,ESCORT,900
CHILD AGE 5 TO 15,37,PERS-BUS AND MED,4600
CHILD AGE 5 TO 15,37,SHOP,1440
CHILD AGE 5 TO 15,37,MEAL,1500
CHILD AGE 5 TO 15,37,SOC AND REC,14970
CHILD AGE 5 TO 15,38,HOME,331160
CHILD AGE 5 TO 15,38,SCHOOL,2460
CHILD AGE 5 TO 15,38,ESCORT,770
CHILD AGE 5 TO 15,38,PERS-BUS AND MED,4150
CHILD AGE 5 TO 15,38,SHOP,1180
CHILD AGE 5 TO 15,38,MEAL,1370
CHILD AGE 5 TO 15,38,SOC AND REC,13740
CHILD AGE 5 TO 15,39,HOME,335810
CHILD AGE 5 TO 15,39,SCHOOL,1850
CHILD AGE 5 TO 15,39,ESCORT,690
CHILD AGE 5 TO 15,39,PERS-BUS AND MED,3480
CHILD AGE 5 TO 15,39,SHOP,1060
CHILD AGE 5 TO 15,39,MEAL,1210
CHILD AGE 5 TO 15,39,SOC AND REC,12150
CHILD AGE 5 TO 15,40,HOME,341060
CHILD AGE 5 TO 15,40,SCHOOL,1360
CHILD AGE 5 TO 15,40,ESCORT,360
CHILD AGE 5 TO 15,40,PERS-BUS AND MED,2680
CHILD AGE 5 TO 15,40,SHOP,720
CHILD AGE 5 TO 15,40,MEAL,960
