PERSON_TYPE,PER,ORIG_PURPOSE,QUANTITY
CHILD AGE 16 PLUS,13,WORK,870.37052
CHILD AGE 16 PLUS,13,SCHOOL,19937.815733
CHILD AGE 16 PLUS,13,ESCORT,0.0
CHILD AGE 16 PLUS,13,PERS-BUS AND MED,812.852094
CHILD AGE 16 PLUS,13,SHOP,0.0
CHILD AGE 16 PLUS,13,MEAL,0.0
CHILD AGE 16 PLUS,13,SOC AND REC,0.0
CHILD AGE 16 PLUS,14,HOME,67108.941448
CHILD AGE 16 PLUS,14,WORK,937.67552
CHILD AGE 16 PLUS,14,SCHOOL,22754.7889
CHILD AGE 16 PLUS,14,ESCORT,0.0
CHILD AGE 16 PLUS,14,PERS-BUS AND MED,812.852094
CHILD AGE 16 PLUS,14,SHOP,0.0
CHILD AGE 16 PLUS,14,MEAL,0.0
CHILD AGE 16 PLUS,14,SOC AND REC,0.0
CHILD AGE 16 PLUS,15,HOME,65234.27891
CHILD AGE 16 PLUS,15,WORK,1004.98052
CHILD AGE 16 PLUS,15,SCHOOL,22848.632199
CHILD AGE 16 PLUS,15,ESCORT,0.0
CHILD AGE 16 PLUS,15,PERS-BUS AND MED,895.978794
CHILD AGE 16 PLUS,15,SHOP,0.0
CHILD AGE 16 PLUS,15,MEAL,0.0
CHILD AGE 16 PLUS,15,SOC AND REC,0.0
CHILD AGE 16 PLUS,16,HOME,62071.623765
CHILD AGE 16 PLUS,16,WORK,1004.98052
CHILD AGE 16 PLUS,16,SCHOOL,24384.502483
CHILD AGE 16 PLUS,16,ESCORT,0.0
CHILD AGE 16 PLUS,16,PERS-BUS AND MED,895.978794
CHILD AGE 16 PLUS,16,SHOP,0.0
CHILD AGE 16 PLUS,16,MEAL,27.343299
CHILD AGE 16 PLUS,16,SOC AND REC,0.0
CHILD AGE 16 PLUS,17,HOME,61887.767059
CHILD AGE 16 PLUS,17,WORK,1004.98052
CHILD AGE 16 PLUS,17,SCHOOL,24384.502483
CHILD AGE 16 PLUS,17,ESCORT,0.0
CHILD AGE 16 PLUS,17,PERS-BUS AND MED,589.663094
CHILD AGE 16 PLUS,17,SHOP,160.844
CHILD AGE 16 PLUS,17,MEAL,223.189
CHILD AGE 16 PLUS,17,SOC AND REC,0.0
CHILD AGE 16 PLUS,18,HOME,64244.763644
CHILD AGE 16 PLUS,18,WORK,1004.98052
CHILD AGE 16 PLUS,18,SCHOOL,25339.959483
CHILD AGE 16 PLUS,18,ESCORT,0.0
CHILD AGE 16 PLUS,18,PERS-BUS AND MED,589.663094
CHILD AGE 16 PLUS,18,SHOP,0.0
CHILD AGE 16 PLUS,18,MEAL,0.0
CHILD AGE 16 PLUS,18,SOC AND REC,0.0
CHILD AGE 16 PLUS,19,HOME,52865.730254
CHILD AGE 16 PLUS,19,WORK,1004.98052
CHILD AGE 16 PLUS,19,SCHOOL,23371.089483
CHILD AGE 16 PLUS,19,ESCORT,0.0
CHILD AGE 16 PLUS,19,PERS-BUS AND MED,589.663094
CHILD AGE 16 PLUS,19,SHOP,0.0
CHILD AGE 16 PLUS,19,MEAL,0.0
CHILD AGE 16 PLUS,19,SOC AND REC,0.0
CHILD AGE 16 PLUS,20,HOME,47806.562252
CHILD AGE 16 PLUS,20,WORK,870.37052
CHILD AGE 16 PLUS,20,SCHOOL,22435.933939
CHILD AGE 16 PLUS,20,ESCORT,0.0
CHILD AGE 16 PLUS,20,PERS-BUS AND MED,617.006393
CHILD AGE 16 PLUS,20,SHOP,0.0
CHILD AGE 16 PLUS,20,MEAL,795.0
CHILD AGE 16 PLUS,20,SOC AND REC,160.844
CHILD AGE 16 PLUS,21,HOME,46620.582154
CHILD AGE 16 PLUS,21,WORK,870.37052
CHILD AGE 16 PLUS,21,SCHOOL,22379.308439
CHILD AGE 16 PLUS,21,ESCORT,0.0
CHILD AGE 16 PLUS,21,PERS-BUS AND MED,617.006393
CHILD AGE 16 PLUS,21,SHOP,0.0
CHILD AGE 16 PLUS,21,MEAL,830.679765
CHILD AGE 16 PLUS,21,SOC AND REC,240.0425
CHILD AGE 16 PLUS,22,HOME,41825.34017
CHILD AGE 16 PLUS,22,WORK,870.37052
CHILD AGE 16 PLUS,22,SCHOOL,21186.679213
CHILD AGE 16 PLUS,22,ESCORT,0.0
CHILD AGE 16 PLUS,22,PERS-BUS AND MED,617.006393
CHILD AGE 16 PLUS,22,SHOP,56.6255
CHILD AGE 16 PLUS,22,MEAL,251.0635
CHILD AGE 16 PLUS,22,SOC AND REC,240.0425
CHILD AGE 16 PLUS,23,HOME,46714.66468
CHILD AGE 16 PLUS,23,WORK,870.37052
CHILD AGE 16 PLUS,23,SCHOOL,20874.848027
CHILD AGE 16 PLUS,23,ESCORT,0.0
CHILD AGE 16 PLUS,23,PERS-BUS AND MED,703.708093
CHILD AGE 16 PLUS,23,SHOP,56.6255
CHILD AGE 16 PLUS,23,MEAL,0.0
CHILD AGE 16 PLUS,23,SOC AND REC,240.0425
CHILD AGE 16 PLUS,24,HOME,46685.611335
CHILD AGE 16 PLUS,24,WORK,870.37052
CHILD AGE 16 PLUS,24,SCHOOL,18938.69498
CHILD AGE 16 PLUS,24,ESCORT,0.0
CHILD AGE 16 PLUS,24,PERS-BUS AND MED,651.676892
CHILD AGE 16 PLUS,24,SHOP,56.6255
CHILD AGE 16 PLUS,24,MEAL,0.0
CHILD AGE 16 PLUS,24,SOC AND REC,79.1985
CHILD AGE 16 PLUS,25,HOME,47718.326038
CHILD AGE 16 PLUS,25,WORK,870.37052
CHILD AGE 16 PLUS,25,SCHOOL,18518.566474
CHILD AGE 16 PLUS,25,ESCORT,0.0
CHILD AGE 16 PLUS,25,PERS-BUS AND MED,1195.108657
CHILD AGE 16 PLUS,25,SHOP,0.0
CHILD AGE 16 PLUS,25,MEAL,0.0
CHILD AGE 16 PLUS,25,SOC AND REC,75.043162
CHILD AGE 16 PLUS,26,HOME,53358.478421
CHILD AGE 16 PLUS,26,WORK,954.37352
CHILD AGE 16 PLUS,26,SCHOOL,7587.838514
CHILD AGE 16 PLUS,26,ESCORT,0.0
CHILD AGE 16 PLUS,26,PERS-BUS AND MED,1324.160828
CHILD AGE 16 PLUS,26,SHOP,0.0
CHILD AGE 16 PLUS,26,MEAL,0.0
CHILD AGE 16 PLUS,26,SOC AND REC,1236.101884
CHILD AGE 16 PLUS,27,HOME,49487.077022
CHILD AGE 16 PLUS,27,WORK,1022.49192
CHILD AGE 16 PLUS,27,SCHOOL,2692.90483
CHILD AGE 16 PLUS,27,ESCORT,160.1265
CHILD AGE 16 PLUS,27,PERS-BUS AND MED,799.653993
CHILD AGE 16 PLUS,27,SHOP,935.696
CHILD AGE 16 PLUS,27,MEAL,239.325
CHILD AGE 16 PLUS,27,SOC AND REC,2026.085884
CHILD AGE 16 PLUS,28,HOME,45957.94696
CHILD AGE 16 PLUS,28,WORK,1093.199098
CHILD AGE 16 PLUS,28,SCHOOL,2379.951062
CHILD AGE 16 PLUS,28,ESCORT,237.2085
CHILD AGE 16 PLUS,28,PERS-BUS AND MED,2709.037063
CHILD AGE 16 PLUS,28,SHOP,11.024997
CHILD AGE 16 PLUS,28,MEAL,0.0
CHILD AGE 16 PLUS,28,SOC AND REC,2354.902722
CHILD AGE 16 PLUS,29,HOME,45453.003338
CHILD AGE 16 PLUS,29,WORK,817.583296
CHILD AGE 16 PLUS,29,SCHOOL,2357.189562
CHILD AGE 16 PLUS,29,ESCORT,77.082
CHILD AGE 16 PLUS,29,PERS-BUS AND MED,2673.357298
CHILD AGE 16 PLUS,29,SHOP,219.748094
CHILD AGE 16 PLUS,29,MEAL,0.0
CHILD AGE 16 PLUS,29,SOC AND REC,2751.010222
CHILD AGE 16 PLUS,30,HOME,48687.333882
CHILD AGE 16 PLUS,30,WORK,817.583296
CHILD AGE 16 PLUS,30,SCHOOL,1480.137462
CHILD AGE 16 PLUS,30,ESCORT,90.639311
CHILD AGE 16 PLUS,30,PERS-BUS AND MED,399.43595
CHILD AGE 16 PLUS,30,SHOP,367.262464
CHILD AGE 16 PLUS,30,MEAL,849.8445
CHILD AGE 16 PLUS,30,SOC AND REC,2727.301648
CHILD AGE 16 PLUS,31,HOME,48048.43876
CHILD AGE 16 PLUS,31,WORK,817.583296
CHILD AGE 16 PLUS,31,SCHOOL,1404.104097
CHILD AGE 16 PLUS,31,ESCORT,116.265015
CHILD AGE 16 PLUS,31,PERS-BUS AND MED,509.03105
CHILD AGE 16 PLUS,31,SHOP,304.88037
CHILD AGE 16 PLUS,31,MEAL,2917.4555
CHILD AGE 16 PLUS,31,SOC AND REC,1423.7795
CHILD AGE 16 PLUS,32,HOME,50034.739639
CHILD AGE 16 PLUS,32,WORK,817.583296
CHILD AGE 16 PLUS,32,SCHOOL,1250.386147
CHILD AGE 16 PLUS,32,ESCORT,13.557311
CHILD AGE 16 PLUS,32,PERS-BUS AND MED,528.2413
CHILD AGE 16 PLUS,32,SHOP,0.0
CHILD AGE 16 PLUS,32,MEAL,5686.310704
CHILD AGE 16 PLUS,32,SOC AND REC,4971.3022
CHILD AGE 16 PLUS,33,HOME,52000.061625
CHILD AGE 16 PLUS,33,WORK,817.583296
CHILD AGE 16 PLUS,33,SCHOOL,1058.308947
CHILD AGE 16 PLUS,33,ESCORT,0.0
CHILD AGE 16 PLUS,33,PERS-BUS AND MED,610.05765
CHILD AGE 16 PLUS,33,SHOP,0.0
CHILD AGE 16 PLUS,33,MEAL,5686.310704
CHILD AGE 16 PLUS,33,SOC AND REC,5192.3327
CHILD AGE 16 PLUS,34,HOME,58414.854744
CHILD AGE 16 PLUS,34,WORK,565.066596
CHILD AGE 16 PLUS,34,SCHOOL,1010.994554
CHILD AGE 16 PLUS,34,ESCORT,0.0
CHILD AGE 16 PLUS,34,PERS-BUS AND MED,692.8638
CHILD AGE 16 PLUS,34,SHOP,0.0
CHILD AGE 16 PLUS,34,MEAL,345.830597
CHILD AGE 16 PLUS,34,SOC AND REC,4127.654
CHILD AGE 16 PLUS,35,HOME,58174.629907
CHILD AGE 16 PLUS,35,WORK,565.066596
CHILD AGE 16 PLUS,35,SCHOOL,991.784304
CHILD AGE 16 PLUS,35,ESCORT,0.0
CHILD AGE 16 PLUS,35,PERS-BUS AND MED,638.08858
CHILD AGE 16 PLUS,35,SHOP,253.717324
CHILD AGE 16 PLUS,35,MEAL,242.08
CHILD AGE 16 PLUS,35,SOC AND REC,4236.780664
CHILD AGE 16 PLUS,36,HOME,55592.946685
CHILD AGE 16 PLUS,36,WORK,383.701798
CHILD AGE 16 PLUS,36,SCHOOL,991.784304
CHILD AGE 16 PLUS,36,ESCORT,0.0
CHILD AGE 16 PLUS,36,PERS-BUS AND MED,688.71358
CHILD AGE 16 PLUS,36,SHOP,630.785
CHILD AGE 16 PLUS,36,MEAL,0.0
CHILD AGE 16 PLUS,36,SOC AND REC,3207.569626
CHILD AGE 16 PLUS,37,HOME,54487.386979
CHILD AGE 16 PLUS,37,WORK,222.857798
CHILD AGE 16 PLUS,37,SCHOOL,991.784304
CHILD AGE 16 PLUS,37,ESCORT,0.0
CHILD AGE 16 PLUS,37,PERS-BUS AND MED,576.36058
CHILD AGE 16 PLUS,37,SHOP,630.785
CHILD AGE 16 PLUS,37,MEAL,0.0
CHILD AGE 16 PLUS,37,SOC AND REC,2363.322714
CHILD AGE 16 PLUS,38,HOME,55316.395298
CHILD AGE 16 PLUS,38,WORK,222.857798
CHILD AGE 16 PLUS,38,SCHOOL,861.622204
CHILD AGE 16 PLUS,38,ESCORT,0.0
CHILD AGE 16 PLUS,38,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,38,SHOP,630.785
CHILD AGE 16 PLUS,38,MEAL,687.939
CHILD AGE 16 PLUS,38,SOC AND REC,1480.364364
CHILD AGE 16 PLUS,39,HOME,51979.423796
CHILD AGE 16 PLUS,39,WORK,62.013798
CHILD AGE 16 PLUS,39,SCHOOL,804.996704
CHILD AGE 16 PLUS,39,ESCORT,0.0
CHILD AGE 16 PLUS,39,PERS-BUS AND MED,378.8663
CHILD AGE 16 PLUS,39,SHOP,160.844
CHILD AGE 16 PLUS,39,MEAL,0.0
CHILD AGE 16 PLUS,39,SOC AND REC,1376.490364
CHILD AGE 16 PLUS,40,HOME,55440.230799
CHILD AGE 16 PLUS,40,WORK,62.013798
CHILD AGE 16 PLUS,40,SCHOOL,779.371
CHILD AGE 16 PLUS,40,ESCORT,0.0
CHILD AGE 16 PLUS,40,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,40,SHOP,0.0
CHILD AGE 16 PLUS,40,MEAL,0.0
CHILD AGE 16 PLUS,40,SOC AND REC,490.001682
CHILD AGE 16 PLUS,41,HOME,59098.734602
CHILD AGE 16 PLUS,41,WORK,62.013798
CHILD AGE 16 PLUS,41,SCHOOL,779.371
CHILD AGE 16 PLUS,41,ESCORT,393.497
CHILD AGE 16 PLUS,41,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,41,SHOP,0.0
CHILD AGE 16 PLUS,41,MEAL,0.0
CHILD AGE 16 PLUS,41,SOC AND REC,0.0
CHILD AGE 16 PLUS,42,HOME,52222.151121
CHILD AGE 16 PLUS,42,WORK,0.0
CHILD AGE 16 PLUS,42,SCHOOL,779.371
CHILD AGE 16 PLUS,42,ESCORT,62.013798
CHILD AGE 16 PLUS,42,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,42,SHOP,0.0
CHILD AGE 16 PLUS,42,MEAL,0.0
CHILD AGE 16 PLUS,42,SOC AND REC,0.0
CHILD AGE 16 PLUS,43,HOME,60537.702659
CHILD AGE 16 PLUS,43,WORK,0.0
CHILD AGE 16 PLUS,43,SCHOOL,779.371
CHILD AGE 16 PLUS,43,ESCORT,0.0
CHILD AGE 16 PLUS,43,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,43,SHOP,0.0
CHILD AGE 16 PLUS,43,MEAL,0.0
CHILD AGE 16 PLUS,43,SOC AND REC,0.0
CHILD AGE 16 PLUS,44,HOME,52054.397613
CHILD AGE 16 PLUS,44,WORK,0.0
CHILD AGE 16 PLUS,44,SCHOOL,779.371
CHILD AGE 16 PLUS,44,ESCORT,0.0
CHILD AGE 16 PLUS,44,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,44,SHOP,0.0
CHILD AGE 16 PLUS,44,MEAL,0.0
CHILD AGE 16 PLUS,44,SOC AND REC,0.0
CHILD AGE 16 PLUS,45,HOME,53279.419521
CHILD AGE 16 PLUS,45,WORK,0.0
CHILD AGE 16 PLUS,45,SCHOOL,779.371
CHILD AGE 16 PLUS,45,ESCORT,0.0
CHILD AGE 16 PLUS,45,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,45,SHOP,0.0
CHILD AGE 16 PLUS,45,MEAL,0.0
CHILD AGE 16 PLUS,45,SOC AND REC,0.0
CHILD AGE 16 PLUS,46,HOME,51508.263215
CHILD AGE 16 PLUS,46,WORK,0.0
CHILD AGE 16 PLUS,46,SCHOOL,779.371
CHILD AGE 16 PLUS,46,ESCORT,0.0
CHILD AGE 16 PLUS,46,PERS-BUS AND MED,218.0223
CHILD AGE 16 PLUS,46,SHOP,0.0
CHILD AGE 16 PLUS,46,MEAL,0.0
CHILD AGE 16 PLUS,46,SOC AND REC,0.0
CHILD AGE 16 PLUS,47,HOME,27659.420114
CHILD AGE 16 PLUS,47,WORK,0.0
CHILD AGE 16 PLUS,47,SCHOOL,0.0
CHILD AGE 16 PLUS,47,ESCORT,0.0
CHILD AGE 16 PLUS,47,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,47,SHOP,0.0
CHILD AGE 16 PLUS,47,MEAL,0.0
CHILD AGE 16 PLUS,47,SOC AND REC,0.0
CHILD AGE 16 PLUS,48,HOME,29587.760078
CHILD AGE 16 PLUS,48,WORK,0.0
CHILD AGE 16 PLUS,48,SCHOOL,0.0
CHILD AGE 16 PLUS,48,ESCORT,0.0
CHILD AGE 16 PLUS,48,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,48,SHOP,0.0
CHILD AGE 16 PLUS,48,MEAL,0.0
CHILD AGE 16 PLUS,48,SOC AND REC,0.0
CHILD AGE 16 PLUS,49,HOME,31596.19867
CHILD AGE 16 PLUS,49,WORK,0.0
CHILD AGE 16 PLUS,49,SCHOOL,0.0
CHILD AGE 16 PLUS,49,ESCORT,0.0
CHILD AGE 16 PLUS,49,PERS-BUS AND MED,0.0
CHILD AGE 16 PLUS,49,SHOP,0.0
CHILD AGE 16 PLUS,49,MEAL,0.0
CHILD AGE 16 PLUS,49,SOC AND REC,0.0
CHILD AGE 5 TO 15,1,HOME,329889.892671
CHILD AGE 5 TO 15,1,WORK,0.0
CHILD AGE 5 TO 15,1,SCHOOL,0.0
CHILD AGE 5 TO 15,1,ESCORT,0.0
CHILD AGE 5 TO 15,1,PERS-BUS AND MED,0.0
CHILD AGE 5 TO 15,1,SHOP,0.0
CHILD AGE 5 TO 15,1,MEAL,0.0
CHILD AGE 5 TO 15,1,SOC AND REC,0.0
CHILD AGE 5 TO 15,1,CHANGE MODE,0.0
CHILD AGE 5 TO 15,2,HOME,338089.957615
CHILD AGE 5 TO 15,2,WORK,0.0
CHILD AGE 5 TO 15,2,SCHOOL,0.0
CHILD AGE 5 TO 15,2,ESCORT,0.0
CHILD AGE 5 TO 15,2,PERS-BUS AND MED,0.0
CHILD AGE 5 TO 15,2,SHOP,0.0
CHILD AGE 5 TO 15,2,MEAL,0.0
CHILD AGE 5 TO 15,2,SOC AND REC,0.0
CHILD AGE 5 TO 15,2,CHANGE MODE,0.0
CHILD AGE 5 TO 15,3,HOME,332859.349385
CHILD AGE 5 TO 15,3,WORK,0.0
CHILD AGE 5 TO 15,3,SCHOOL,0.0
CHILD AGE 5 TO 15,3,ESCORT,0.0
CHILD AGE 5 TO 15,3,PERS-BUS AND MED,0.0
CHILD AGE 5 TO 15,3,SHOP,0.0
CHILD AGE 5 TO 15,3,MEAL,0.0
CHILD AGE 5 TO 15,3,SOC AND REC,0.0
CHILD AGE 5 TO 15,3,CHANGE MODE,0.0
CHILD AGE 5 TO 15,4,HOME,327671.565894
CHILD AGE 5 TO 15,4,WORK,0.0
CHILD AGE 5 TO 15,4,SCHOOL,0.0
CHILD AGE 5 TO 15,4,ESCORT,0.0
CHILD AGE 5 TO 15,4,PERS-BUS AND MED,0.0
CHILD AGE 5 TO 15,4,SHOP,0.0
CHILD AGE 5 TO 15,4,MEAL,0.0
CHILD AGE 5 TO 15,4,SOC AND REC,0.0
CHILD AGE 5 TO 15,4,CHANGE MODE,0.0
CHILD AGE 5 TO 15,5,HOME,329361.561561
CHILD AGE 5 TO 15,5,WORK,0.0
CHILD AGE 5 TO 15,5,SCHOOL,0.0
CHILD AGE 5 TO 15,5,ESCORT,0.0
CHILD AGE 5 TO 15,5,PERS-BUS AND MED,81.0013
CHILD AGE 5 TO 15,5,SHOP,0.0
CHILD AGE 5 TO 15,5,MEAL,0.0
CHILD AGE 5 TO 15,5,SOC AND REC,0.0
CHILD AGE 5 TO 15,5,CHANGE MODE,0.0
CHILD AGE 5 TO 15,6,HOME,329268.268133
CHILD AGE 5 TO 15,6,WORK,0.0
CHILD AGE 5 TO 15,6,SCHOOL,0.0
CHILD AGE 5 TO 15,6,ESCORT,0.0
CHILD AGE 5 TO 15,6,PERS-BUS AND MED,81.0013
CHILD AGE 5 TO 15,6,SHOP,0.0
CHILD AGE 5 TO 15,6,MEAL,0.0
CHILD AGE 5 TO 15,6,SOC AND REC,0.0
CHILD AGE 5 TO 15,6,CHANGE MODE,0.0
CHILD AGE 5 TO 15,7,HOME,325932.419412
CHILD AGE 5 TO 15,7,WORK,0.0
CHILD AGE 5 TO 15,7,SCHOOL,0.0
CHILD AGE 5 TO 15,7,ESCORT,0.0
CHILD AGE 5 TO 15,7,PERS-BUS AND MED,87.956104
CHILD AGE 5 TO 15,7,SHOP,0.0
CHILD AGE 5 TO 15,7,MEAL,0.0
CHILD AGE 5 TO 15,7,SOC AND REC,0.0
CHILD AGE 5 TO 15,7,CHANGE MODE,0.0
CHILD AGE 5 TO 15,8,HOME,327383.965012
CHILD AGE 5 TO 15,8,WORK,0.0
CHILD AGE 5 TO 15,8,SCHOOL,176.62
CHILD AGE 5 TO 15,8,ESCORT,0.0
CHILD AGE 5 TO 15,8,PERS-BUS AND MED,6.954804
CHILD AGE 5 TO 15,8,SHOP,0.0
CHILD AGE 5 TO 15,8,MEAL,0.0
CHILD AGE 5 TO 15,8,SOC AND REC,0.0
CHILD AGE 5 TO 15,8,CHANGE MODE,0.0
CHILD AGE 5 TO 15,9,HOME,321276.215595
CHILD AGE 5 TO 15,9,WORK,281.936
CHILD AGE 5 TO 15,9,SCHOOL,477.669891
CHILD AGE 5 TO 15,9,ESCORT,0.0
CHILD AGE 5 TO 15,9,PERS-BUS AND MED,6.954804
CHILD AGE 5 TO 15,9,SHOP,0.0
CHILD AGE 5 TO 15,9,MEAL,0.0
CHILD AGE 5 TO 15,9,SOC AND REC,0.0
CHILD AGE 5 TO 15,9,CHANGE MODE,0.0
CHILD AGE 5 TO 15,10,HOME,321144.512932
CHILD AGE 5 TO 15,10,WORK,859.657725
CHILD AGE 5 TO 15,10,SCHOOL,7181.448596
CHILD AGE 5 TO 15,10,ESCORT,77.174979
CHILD AGE 5 TO 15,10,PERS-BUS AND MED,578.870679
CHILD AGE 5 TO 15,10,SHOP,0.0
CHILD AGE 5 TO 15,10,MEAL,134.559
CHILD AGE 5 TO 15,10,SOC AND REC,0.0
CHILD AGE 5 TO 15,10,CHANGE MODE,0.0
CHILD AGE 5 TO 15,11,HOME,317117.728679
CHILD AGE 5 TO 15,11,WORK,2190.785178
CHILD AGE 5 TO 15,11,SCHOOL,30597.537207
CHILD AGE 5 TO 15,11,ESCORT,159.751279
CHILD AGE 5 TO 15,11,PERS-BUS AND MED,1752.416099
CHILD AGE 5 TO 15,11,SHOP,34.489618
CHILD AGE 5 TO 15,11,MEAL,770.8465
CHILD AGE 5 TO 15,11,SOC AND REC,0.0
CHILD AGE 5 TO 15,11,CHANGE MODE,0.0
CHILD AGE 5 TO 15,12,HOME,322674.11495
CHILD AGE 5 TO 15,12,WORK,8456.918701
CHILD AGE 5 TO 15,12,SCHOOL,89552.124115
CHILD AGE 5 TO 15,12,ESCORT,3132.022662
CHILD AGE 5 TO 15,12,PERS-BUS AND MED,1006.436046
CHILD AGE 5 TO 15,12,SHOP,34.489618
CHILD AGE 5 TO 15,12,MEAL,2188.182763
CHILD AGE 5 TO 15,12,SOC AND REC,0.0
CHILD AGE 5 TO 15,12,CHANGE MODE,0.0
CHILD AGE 5 TO 15,13,HOME,325629.215137
CHILD AGE 5 TO 15,13,WORK,9027.740683
CHILD AGE 5 TO 15,13,SCHOOL,111950.383664
CHILD AGE 5 TO 15,13,ESCORT,2328.417662
CHILD AGE 5 TO 15,13,PERS-BUS AND MED,2292.132046
CHILD AGE 5 TO 15,13,SHOP,196.775868
CHILD AGE 5 TO 15,13,MEAL,2329.150763
CHILD AGE 5 TO 15,13,SOC AND REC,3048.341708
CHILD AGE 5 TO 15,13,CHANGE MODE,0.0
CHILD AGE 5 TO 15,14,HOME,325817.89442
CHILD AGE 5 TO 15,14,WORK,9233.13814
CHILD AGE 5 TO 15,14,SCHOOL,127055.358412
CHILD AGE 5 TO 15,14,ESCORT,5467.771806
CHILD AGE 5 TO 15,14,PERS-BUS AND MED,1723.887396
CHILD AGE 5 TO 15,14,SHOP,585.568432
CHILD AGE 5 TO 15,14,MEAL,2329.150763
CHILD AGE 5 TO 15,14,SOC AND REC,3697.267769
CHILD AGE 5 TO 15,14,CHANGE MODE,0.0
CHILD AGE 5 TO 15,15,HOME,327226.702085
CHILD AGE 5 TO 15,15,WORK,10823.81814
CHILD AGE 5 TO 15,15,SCHOOL,128825.392849
CHILD AGE 5 TO 15,15,ESCORT,5467.771806
CHILD AGE 5 TO 15,15,PERS-BUS AND MED,1775.823396
CHILD AGE 5 TO 15,15,SHOP,636.686659
CHILD AGE 5 TO 15,15,MEAL,2329.150763
CHILD AGE 5 TO 15,15,SOC AND REC,3710.853144
CHILD AGE 5 TO 15,15,CHANGE MODE,0.0
CHILD AGE 5 TO 15,16,HOME,325158.470365
CHILD AGE 5 TO 15,16,WORK,10823.81814
CHILD AGE 5 TO 15,16,SCHOOL,130605.484332
CHILD AGE 5 TO 15,16,ESCORT,5371.975806
CHILD AGE 5 TO 15,16,PERS-BUS AND MED,1730.8422
CHILD AGE 5 TO 15,16,SHOP,3231.16022
CHILD AGE 5 TO 15,16,MEAL,2329.150763
CHILD AGE 5 TO 15,16,SOC AND REC,4952.941175
CHILD AGE 5 TO 15,16,CHANGE MODE,0.0
CHILD AGE 5 TO 15,17,HOME,317953.497444
CHILD AGE 5 TO 15,17,WORK,10763.215201
CHILD AGE 5 TO 15,17,SCHOOL,131150.27662
CHILD AGE 5 TO 15,17,ESCORT,5507.867556
CHILD AGE 5 TO 15,17,PERS-BUS AND MED,1875.21451
CHILD AGE 5 TO 15,17,SHOP,2972.466618
CHILD AGE 5 TO 15,17,MEAL,2329.150763
CHILD AGE 5 TO 15,17,SOC AND REC,4166.174414
CHILD AGE 5 TO 15,17,CHANGE MODE,0.0
CHILD AGE 5 TO 15,18,HOME,325754.695783
CHILD AGE 5 TO 15,18,WORK,10763.215201
CHILD AGE 5 TO 15,18,SCHOOL,131328.29375
CHILD AGE 5 TO 15,18,ESCORT,5507.867556
CHILD AGE 5 TO 15,18,PERS-BUS AND MED,2761.417296
CHILD AGE 5 TO 15,18,SHOP,2315.231618
CHILD AGE 5 TO 15,18,MEAL,2406.232763
CHILD AGE 5 TO 15,18,SOC AND REC,4080.418914
CHILD AGE 5 TO 15,18,CHANGE MODE,0.0
CHILD AGE 5 TO 15,19,HOME,303574.951689
CHILD AGE 5 TO 15,19,WORK,10763.215201
CHILD AGE 5 TO 15,19,SCHOOL,130967.528491
CHILD AGE 5 TO 15,19,ESCORT,5666.001556
CHILD AGE 5 TO 15,19,PERS-BUS AND MED,2867.1184
CHILD AGE 5 TO 15,19,SHOP,2219.435618
CHILD AGE 5 TO 15,19,MEAL,2329.150763
CHILD AGE 5 TO 15,19,SOC AND REC,1033.258114
CHILD AGE 5 TO 15,19,CHANGE MODE,0.0
CHILD AGE 5 TO 15,20,HOME,234381.568862
CHILD AGE 5 TO 15,20,WORK,10763.215201
CHILD AGE 5 TO 15,20,SCHOOL,125653.313775
CHILD AGE 5 TO 15,20,ESCORT,5865.175806
CHILD AGE 5 TO 15,20,PERS-BUS AND MED,3177.8288
CHILD AGE 5 TO 15,20,SHOP,737.866118
CHILD AGE 5 TO 15,20,MEAL,2748.990966
CHILD AGE 5 TO 15,20,SOC AND REC,1033.258114
CHILD AGE 5 TO 15,20,CHANGE MODE,0.0
CHILD AGE 5 TO 15,21,HOME,230331.832272
CHILD AGE 5 TO 15,21,WORK,10639.492501
CHILD AGE 5 TO 15,21,SCHOOL,126028.042163
CHILD AGE 5 TO 15,21,ESCORT,5777.600306
CHILD AGE 5 TO 15,21,PERS-BUS AND MED,2151.20665
CHILD AGE 5 TO 15,21,SHOP,932.227227
CHILD AGE 5 TO 15,21,MEAL,3459.867166
CHILD AGE 5 TO 15,21,SOC AND REC,1156.910313
CHILD AGE 5 TO 15,21,CHANGE MODE,0.0
CHILD AGE 5 TO 15,22,HOME,206665.588882
CHILD AGE 5 TO 15,22,WORK,10242.507537
CHILD AGE 5 TO 15,22,SCHOOL,121567.844876
CHILD AGE 5 TO 15,22,ESCORT,5861.644306
CHILD AGE 5 TO 15,22,PERS-BUS AND MED,2135.808664
CHILD AGE 5 TO 15,22,SHOP,658.070477
CHILD AGE 5 TO 15,22,MEAL,3688.078121
